Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,,
2020-01-02 00:00:00+00:00,3132.64404296875,4009.021728515625,4009.021728515625,3963.56787109375,3999.930908203125,45886302
2020-01-03 00:00:00+00:00,3139.7470703125,4018.1123046875,4036.2939453125,3990.840087890625,4018.1123046875,91189705
2020-01-06 00:00:00+00:00,3104.23046875,3972.65869140625,3990.840087890625,3927.204833984375,3963.56787109375,48648450
2020-01-07 00:00:00+00:00,3125.540771484375,3999.930908203125,4009.021728515625,3981.74951171875,4009.021728515625,114344885
2020-01-08 00:00:00+00:00,3111.33349609375,3981.74951171875,3999.930908203125,3945.386474609375,3981.74951171875,188929583
2020-01-09 00:00:00+00:00,3125.540771484375,3999.930908203125,4018.1123046875,3972.65869140625,3999.930908203125,79280569
2020-01-10 00:00:00+00:00,3132.64404296875,4009.021728515625,4027.203125,3990.840087890625,4027.203125,137292491
2020-01-13 00:00:00+00:00,3203.67919921875,4099.92919921875,4099.92919921875,4018.1123046875,4027.203125,122488655
2020-01-14 00:00:00+00:00,3246.300048828125,4154.4736328125,4181.74609375,4109.02001953125,4127.20166015625,174258629
2020-01-15 00:00:00+00:00,3253.403564453125,4163.564453125,4163.564453125,4118.11083984375,4154.4736328125,112825318
2020-01-16 00:00:00+00:00,3246.300048828125,4154.4736328125,4172.6552734375,4099.92919921875,4154.4736328125,147387255
2020-01-17 00:00:00+00:00,3288.9208984375,4209.01806640625,4218.10888671875,4181.74609375,4199.92724609375,133295352
2020-01-20 00:00:00+00:00,3310.231689453125,4236.29052734375,4263.5625,4209.01806640625,4263.5625,90022804
2020-01-21 00:00:00+00:00,3317.335205078125,4245.38134765625,4254.47216796875,4218.10888671875,4245.38134765625,81224962
2020-01-22 00:00:00+00:00,3345.7490234375,4281.744140625,4281.744140625,4245.38134765625,4254.47216796875,90609115
2020-01-23 00:00:00+00:00,3367.059814453125,4309.0166015625,4327.19775390625,4263.5625,4290.8349609375,153849977
2020-01-24 00:00:00+00:00,3367.059814453125,4309.0166015625,4318.107421875,4254.47216796875,4299.92578125,105620964
2020-01-27 00:00:00+00:00,3303.128173828125,4227.19970703125,4272.6533203125,4218.10888671875,4272.6533203125,103076840
2020-01-28 00:00:00+00:00,3281.817138671875,4199.92724609375,4218.10888671875,4154.4736328125,4163.564453125,104935872
2020-01-29 00:00:00+00:00,3281.817138671875,4199.92724609375,4236.29052734375,4181.74609375,4199.92724609375,214362682
2020-01-30 00:00:00+00:00,3253.403564453125,4163.564453125,4272.6533203125,4163.564453125,4272.6533203125,96500596
2020-01-31 00:00:00+00:00,3168.161376953125,4054.475341796875,4163.564453125,4054.475341796875,4154.4736328125,150763654
2020-02-03 00:00:00+00:00,3168.161376953125,4054.475341796875,4081.74755859375,4045.384765625,4054.475341796875,144745560
2020-02-04 00:00:00+00:00,3239.1962890625,4145.3828125,4263.5625,4109.02001953125,4263.5625,123617275
2020-02-05 00:00:00+00:00,3239.1962890625,4145.3828125,4163.564453125,4099.92919921875,4154.4736328125,100395764
2020-02-06 00:00:00+00:00,3232.0927734375,4136.2919921875,4172.6552734375,4118.11083984375,4172.6552734375,104342852
2020-02-07 00:00:00+00:00,3232.0927734375,4136.2919921875,4163.564453125,4127.20166015625,4163.564453125,146349277
2020-02-10 00:00:00+00:00,3196.575439453125,4090.83837890625,4118.11083984375,3999.930908203125,4090.83837890625,187982906
2020-02-11 00:00:00+00:00,3203.67919921875,4099.92919921875,4127.20166015625,4072.656982421875,4127.20166015625,93666727
2020-02-12 00:00:00+00:00,3217.88623046875,4118.11083984375,4145.3828125,4109.02001953125,4109.02001953125,143167912
2020-02-13 00:00:00+00:00,3246.300048828125,4154.4736328125,4172.6552734375,4127.20166015625,4163.564453125,87683284
2020-02-14 00:00:00+00:00,3232.0927734375,4136.2919921875,4172.6552734375,4118.11083984375,4118.11083984375,139707803
2020-02-17 00:00:00+00:00,3175.26513671875,4063.566162109375,4127.20166015625,4063.566162109375,4072.656982421875,131738165
2020-02-18 00:00:00+00:00,3125.540771484375,3999.930908203125,4090.83837890625,3999.930908203125,4063.566162109375,97565635
2020-02-19 00:00:00+00:00,3182.36865234375,4072.656982421875,4072.656982421875,4045.384765625,4054.475341796875,110893685
2020-02-20 00:00:00+00:00,3239.1962890625,4145.3828125,4163.564453125,4099.92919921875,4109.02001953125,108000305
2020-02-21 00:00:00+00:00,3203.67919921875,4099.92919921875,4145.3828125,4099.92919921875,4145.3828125,117658802
2020-02-24 00:00:00+00:00,3189.471923828125,4081.74755859375,4127.20166015625,4063.566162109375,4127.20166015625,113200755
2020-02-25 00:00:00+00:00,3196.575439453125,4090.83837890625,4136.2919921875,4054.475341796875,4054.475341796875,125324724
2020-02-26 00:00:00+00:00,3182.36865234375,4072.656982421875,4099.92919921875,4063.566162109375,4090.83837890625,164120194
2020-02-27 00:00:00+00:00,3048.191162109375,3754.480712890625,3981.74951171875,3745.389892578125,3981.74951171875,227877075
2020-02-28 00:00:00+00:00,3092.474609375,3809.025146484375,3809.025146484375,3554.484130859375,3627.2099609375,211162617
2020-03-02 00:00:00+00:00,2937.4814453125,3618.119384765625,3818.115966796875,3618.119384765625,3809.025146484375,206428685
2020-03-03 00:00:00+00:00,3026.048828125,3727.208251953125,3799.934326171875,3636.30078125,3681.754638671875,218258509
2020-03-04 00:00:00+00:00,3114.6162109375,3836.29736328125,3854.478759765625,3754.480712890625,3763.5712890625,127937929
2020-03-05 00:00:00+00:00,3062.951904296875,3772.662109375,3909.0234375,3754.480712890625,3899.9326171875,146949558
2020-03-06 00:00:00+00:00,2959.623291015625,3645.3916015625,3681.754638671875,3636.30078125,3672.663818359375,175334118
2020-03-09 00:00:00+00:00,2767.727783203125,3409.031982421875,3590.84716796875,3409.031982421875,3545.393310546875,163934401
2020-03-10 00:00:00+00:00,2885.817626953125,3554.484130859375,3663.572998046875,3436.30419921875,3436.30419921875,182576203
2020-03-11 00:00:00+00:00,2885.817626953125,3554.484130859375,3663.572998046875,3527.2119140625,3590.84716796875,195275262
2020-03-12 00:00:00+00:00,2664.39892578125,3281.761474609375,3490.848876953125,3272.670654296875,3472.667236328125,167137546
2020-03-13 00:00:00+00:00,2745.585693359375,3381.759765625,3427.213623046875,3054.49267578125,3281.761474609375,295725807
2020-03-16 00:00:00+00:00,2583.21240234375,3181.76318359375,3409.031982421875,3145.400146484375,3409.031982421875,196265939
2020-03-17 00:00:00+00:00,2406.078125,2963.585205078125,3245.3984375,2963.585205078125,3181.76318359375,229429422
2020-03-18 00:00:00+00:00,2317.510498046875,2854.49609375,3127.21875,2809.04248046875,2972.676025390625,272919333
2020-03-19 00:00:00+00:00,2162.517822265625,2663.59033203125,2854.49609375,2663.59033203125,2845.405517578125,151744210
2020-03-20 00:00:00+00:00,2073.950439453125,2554.501220703125,2699.953369140625,2481.775390625,2663.59033203125,658210668
2020-03-23 00:00:00+00:00,1933.718994140625,2381.777099609375,2454.503173828125,2381.777099609375,2409.04931640625,180848183
2020-03-24 00:00:00+00:00,1800.8681640625,2218.1435546875,2499.956787109375,2218.1435546875,2345.4140625,544651637
2020-03-26 00:00:00+00:00,2169.898193359375,2672.68115234375,2727.2255859375,2272.68798828125,2272.68798828125,698059077
2020-03-27 00:00:00+00:00,2383.9365234375,2936.31298828125,3336.305908203125,2727.2255859375,2727.2255859375,529032687
2020-03-30 00:00:00+00:00,2221.562744140625,2736.31640625,2863.5869140625,2736.31640625,2863.5869140625,239264252
2020-03-31 00:00:00+00:00,2228.943359375,2745.4072265625,2909.040771484375,2699.953369140625,2818.133056640625,346502244
2020-04-01 00:00:00+00:00,2162.517822265625,2663.59033203125,2799.95166015625,2636.318115234375,2736.31640625,298923123
2020-04-02 00:00:00+00:00,2118.234619140625,2609.0458984375,2636.318115234375,2545.41064453125,2590.8642578125,329876337
2020-04-03 00:00:00+00:00,2132.995361328125,2627.227294921875,2681.77197265625,2572.682861328125,2663.59033203125,322467159
2020-04-06 00:00:00+00:00,2228.943359375,2745.4072265625,2754.497802734375,2645.408935546875,2681.77197265625,313615306
2020-04-07 00:00:00+00:00,2236.32421875,2754.497802734375,2945.403564453125,2681.77197265625,2818.133056640625,445935822
2020-04-08 00:00:00+00:00,2081.331298828125,2563.592041015625,2763.588623046875,2563.592041015625,2727.2255859375,322246825
2020-04-09 00:00:00+00:00,2059.189453125,2536.31982421875,2645.408935546875,2499.956787109375,2599.955078125,292370749
2020-04-13 00:00:00+00:00,2044.4281005859375,2518.138427734375,2581.773681640625,2454.503173828125,2536.31982421875,136106890
2020-04-14 00:00:00+00:00,2140.376220703125,2636.318115234375,2636.318115234375,2518.138427734375,2536.31982421875,241711574
2020-04-15 00:00:00+00:00,2037.0474853515625,2509.047607421875,2718.134765625,2481.775390625,2636.318115234375,351010672
2020-04-16 00:00:00+00:00,1926.338623046875,2372.686279296875,2518.138427734375,2345.4140625,2518.138427734375,404530667
2020-04-17 00:00:00+00:00,2088.711669921875,2572.682861328125,2581.773681640625,2418.14013671875,2427.230712890625,442565694
